"imei_cd","work_seq","collect_dt","extract_dt","vibr_x","vibr_y","vibr_z","cret_id","cret_dt"
"867198056729845",0,"2021.03.20_10:03:48","2021-03-27 21:06:44.604543+09",2.248703956604004,-5.618099689483643,6.6211838722229,system,2021-03-27 21:06:44
"867198056729845",1,"2021.03.20_10:03:48","2021-03-27 21:06:44.604543+09",0.9994239807128906,-5.243315696716309,6.246399879455566,system,2021-03-27 21:06:44
"867198056729845",2,"2021.03.20_10:03:48","2021-03-27 21:06:44.604543+09",0.8744959831237793,-5.618099689483643,6.18393611907959,system,2021-03-27 21:06:44
"867198056729845",3,"2021.03.20_10:03:48","2021-03-27 21:06:44.604543+09",2.3736319541931152,-6.492595672607422,4.934656143188477,system,2021-03-27 21:06:44
"867198056729845",4,"2021.03.20_10:03:48","2021-03-27 21:06:44.604543+09",1.1868159770965576,-5.743027687072754,5.6842241287231445,system,2021-03-27 21:06:44
"867198056729845",5,"2021.03.20_10:03:48","2021-03-27 21:06:44.604543+09",3.31059193611145,-5.493171691894531,5.559295654296875,system,2021-03-27 21:06:44
"867198056729845",6,"2021.03.20_10:03:48","2021-03-27 21:06:44.604543+09",2.8733439445495605,-5.618099689483643,6.18393611907959,system,2021-03-27 21:06:44
"867198056729845",7,"2021.03.20_10:03:48","2021-03-27 21:06:44.604543+09",2.1862399578094482,-4.993459701538086,6.496255874633789,system,2021-03-27 21:06:44
"867198056729845",8,"2021.03.20_10:03:48","2021-03-27 21:06:44.604543+09",1.2492799758911133,-5.618099689483643,5.746687889099121,system,2021-03-27 21:06:44
"867198056729845",9,"2021.03.20_10:03:48","2021-03-27 21:06:44.604543+09",2.061311960220337,-4.368819713592529,6.496255874633789,system,2021-03-27 21:06:44
"867198056729845",10,"2021.03.20_10:03:49","2021-03-27 21:06:44.604543+09",1.5615999698638916,-5.118387699127197,5.309439659118652,system,2021-03-27 21:06:44
"867198056729845",11,"2021.03.20_10:03:49","2021-03-27 21:06:44.604543+09",3.31059193611145,-4.431283950805664,5.996543884277344,system,2021-03-27 21:06:44
"867198056729845",12,"2021.03.20_10:03:49","2021-03-27 21:06:44.604543+09",0.4997119903564453,-4.05649995803833,6.308863639831543,system,2021-03-27 21:06:44
"867198056729845",13,"2021.03.20_10:03:49","2021-03-27 21:06:44.604543+09",2.1237759590148926,-4.681139945983887,5.559295654296875,system,2021-03-27 21:06:44
"867198056729845",14,"2021.03.20_10:03:49","2021-03-27 21:06:44.604543+09",2.935807943344116,-4.556211948394775,6.871039867401123,system,2021-03-27 21:06:44
"867198056729845",15,"2021.03.20_10:03:49","2021-03-27 21:06:44.604543+09",1.7489919662475586,-5.430707931518555,6.683648109436035,system,2021-03-27 21:06:44
"867198056729845",16,"2021.03.20_10:03:49","2021-03-27 21:06:44.604543+09",1.9363839626312256,-4.306355953216553,5.371903896331787,system,2021-03-27 21:06:44
"867198056729845",17,"2021.03.20_10:03:49","2021-03-27 21:06:44.604543+09",0.8120319843292236,-5.36824369430542,6.871039867401123,system,2021-03-27 21:06:44
"867198056729845",18,"2021.03.20_10:03:49","2021-03-27 21:06:44.604543+09",1.1868159770965576,-5.055923938751221,7.245823860168457,system,2021-03-27 21:06:44
"867198056729845",19,"2021.03.20_10:03:49","2021-03-27 21:06:44.604543+09",0.749567985534668,-4.743603706359863,7.1833600997924805,system,2021-03-27 21:06:44
"867198056729845",20,"2021.03.20_10:03:50","2021-03-27 21:06:44.604543+09",0.8120319843292236,-5.743027687072754,5.62175989151001,system,2021-03-27 21:06:44
"867198056729845",21,"2021.03.20_10:03:50","2021-03-27 21:06:44.604543+09",1.6240639686584473,-5.118387699127197,-7.870463848114014,system,2021-03-27 21:06:44
"867198056729845",22,"2021.03.20_10:03:50","2021-03-27 21:06:44.604543+09",0.3123199939727783,-4.618675708770752,5.309439659118652,system,2021-03-27 21:06:44
"867198056729845",23,"2021.03.20_10:03:50","2021-03-27 21:06:44.604543+09",1.7489919662475586,-5.055923938751221,6.871039867401123,system,2021-03-27 21:06:44
"867198056729845",24,"2021.03.20_10:03:50","2021-03-27 21:06:44.604543+09",1.9988479614257812,-5.743027687072754,6.6211838722229,system,2021-03-27 21:06:44
"867198056729845",25,"2021.03.20_10:03:50","2021-03-27 21:06:44.604543+09",1.686527967453003,-6.117811679840088,5.996543884277344,system,2021-03-27 21:06:44
"867198056729845",26,"2021.03.20_10:03:50","2021-03-27 21:06:44.604543+09",1.87391996383667,-5.493171691894531,5.496831893920898,system,2021-03-27 21:06:44
"867198056729845",27,"2021.03.20_10:03:50","2021-03-27 21:06:44.604543+09",1.4366719722747803,-5.618099689483643,5.6842241287231445,system,2021-03-27 21:06:44
"867198056729845",28,"2021.03.20_10:03:50","2021-03-27 21:06:44.604543+09",1.8114559650421143,-4.431283950805664,6.496255874633789,system,2021-03-27 21:06:44
"867198056729845",29,"2021.03.20_10:03:50","2021-03-27 21:06:44.604543+09",1.9363839626312256,-5.180851936340332,5.934080123901367,system,2021-03-27 21:06:44
"867198056729845",30,"2021.03.20_10:03:51","2021-03-27 21:06:44.604543+09",2.061311960220337,-4.806067943572998,5.434368133544922,system,2021-03-27 21:06:44
"867198056729845",31,"2021.03.20_10:03:51","2021-03-27 21:06:44.604543+09",2.061311960220337,-4.368819713592529,5.871615886688232,system,2021-03-27 21:06:44
"867198056729845",32,"2021.03.20_10:03:51","2021-03-27 21:06:44.604543+09",2.3111679553985596,-6.679987907409668,6.746111869812012,system,2021-03-27 21:06:44
"867198056729845",33,"2021.03.20_10:03:51","2021-03-27 21:06:44.604543+09",2.3111679553985596,-6.180275917053223,6.246399879455566,system,2021-03-27 21:06:44
"867198056729845",34,"2021.03.20_10:03:51","2021-03-27 21:06:44.604543+09",1.7489919662475586,-5.243315696716309,5.559295654296875,system,2021-03-27 21:06:44
"867198056729845",35,"2021.03.20_10:03:51","2021-03-27 21:06:44.604543+09",2.061311960220337,-5.243315696716309,6.308863639831543,system,2021-03-27 21:06:44
"867198056729845",36,"2021.03.20_10:03:51","2021-03-27 21:06:44.604543+09",2.061311960220337,-5.36824369430542,6.558719635009766,system,2021-03-27 21:06:44
"867198056729845",37,"2021.03.20_10:03:51","2021-03-27 21:06:44.604543+09",2.6859519481658936,-5.180851936340332,6.246399879455566,system,2021-03-27 21:06:44
"867198056729845",38,"2021.03.20_10:03:51","2021-03-27 21:06:44.604543+09",2.3736319541931152,-4.05649995803833,5.62175989151001,system,2021-03-27 21:06:44
"867198056729845",39,"2021.03.20_10:03:51","2021-03-27 21:06:44.604543+09",2.4985599517822266,-4.681139945983887,6.4337921142578125,system,2021-03-27 21:06:44
"867198056729845",40,"2021.03.20_10:03:52","2021-03-27 21:06:44.604543+09",1.6240639686584473,-5.305779933929443,6.121471881866455,system,2021-03-27 21:06:44
"867198056729845",41,"2021.03.20_10:03:52","2021-03-27 21:06:44.604543+09",3.373055934906006,-4.930995941162109,5.496831893920898,system,2021-03-27 21:06:44
"867198056729845",42,"2021.03.20_10:03:52","2021-03-27 21:06:44.604543+09",2.3736319541931152,-4.618675708770752,5.871615886688232,system,2021-03-27 21:06:44
"867198056729845",43,"2021.03.20_10:03:52","2021-03-27 21:06:44.604543+09",1.9363839626312256,-3.7441799640655518,6.746111869812012,system,2021-03-27 21:06:44
"867198056729845",44,"2021.03.20_10:03:52","2021-03-27 21:06:44.604543+09",2.4985599517822266,-5.305779933929443,6.18393611907959,system,2021-03-27 21:06:44
"867198056729845",45,"2021.03.20_10:03:52","2021-03-27 21:06:44.604543+09",0.12492799758911133,-5.36824369430542,6.558719635009766,system,2021-03-27 21:06:44
"867198056729845",46,"2021.03.20_10:03:52","2021-03-27 21:06:44.604543+09",3.2481279373168945,-4.556211948394775,6.4337921142578125,system,2021-03-27 21:06:44
"867198056729845",47,"2021.03.20_10:03:52","2021-03-27 21:06:44.604543+09",1.5615999698638916,-3.7441799640655518,5.434368133544922,system,2021-03-27 21:06:44
"867198056729845",48,"2021.03.20_10:03:52","2021-03-27 21:06:44.604543+09",0.8744959831237793,-4.493747711181641,6.558719635009766,system,2021-03-27 21:06:44
"867198056729845",49,"2021.03.20_10:03:52","2021-03-27 21:06:44.604543+09",2.1237759590148926,-5.743027687072754,6.6211838722229,system,2021-03-27 21:06:44
"867198056729845",50,"2021.03.20_10:03:53","2021-03-27 21:06:44.604543+09",2.1237759590148926,-4.806067943572998,5.496831893920898,system,2021-03-27 21:06:44
"867198056729845",51,"2021.03.20_10:03:53","2021-03-27 21:06:44.604543+09",2.3111679553985596,-5.055923938751221,5.809151649475098,system,2021-03-27 21:06:44
"867198056729845",52,"2021.03.20_10:03:53","2021-03-27 21:06:44.604543+09",0.8744959831237793,-4.743603706359863,5.62175989151001,system,2021-03-27 21:06:44
"867198056729845",53,"2021.03.20_10:03:53","2021-03-27 21:06:44.604543+09",1.1868159770965576,-5.430707931518555,5.246975898742676,system,2021-03-27 21:06:44
"867198056729845",54,"2021.03.20_10:03:53","2021-03-27 21:06:44.604543+09",1.9988479614257812,-5.180851936340332,5.434368133544922,system,2021-03-27 21:06:44
"867198056729845",55,"2021.03.20_10:03:53","2021-03-27 21:06:44.604543+09",1.87391996383667,-4.743603706359863,6.496255874633789,system,2021-03-27 21:06:44
"867198056729845",56,"2021.03.20_10:03:53","2021-03-27 21:06:44.604543+09",1.0618879795074463,-5.055923938751221,6.558719635009766,system,2021-03-27 21:06:44
"867198056729845",57,"2021.03.20_10:03:53","2021-03-27 21:06:44.604543+09",0.374783992767334,-5.743027687072754,5.184512138366699,system,2021-03-27 21:06:44
"867198056729845",58,"2021.03.20_10:03:53","2021-03-27 21:06:44.604543+09",2.1862399578094482,-4.993459701538086,6.4337921142578125,system,2021-03-27 21:06:44
"867198056729845",59,"2021.03.20_10:03:53","2021-03-27 21:06:44.604543+09",1.2492799758911133,-5.743027687072754,6.558719635009766,system,2021-03-27 21:06:44
"867198056729845",60,"2021.03.20_10:03:54","2021-03-27 21:06:44.604543+09",1.124351978302002,-5.618099689483643,6.4337921142578125,system,2021-03-27 21:06:44
"867198056729845",61,"2021.03.20_10:03:54","2021-03-27 21:06:44.604543+09",2.061311960220337,-4.431283950805664,6.4337921142578125,system,2021-03-27 21:06:44
"867198056729845",62,"2021.03.20_10:03:54","2021-03-27 21:06:44.604543+09",2.061311960220337,-4.368819713592529,5.934080123901367,system,2021-03-27 21:06:44
"867198056729845",63,"2021.03.20_10:03:54","2021-03-27 21:06:44.604543+09",1.4366719722747803,-5.055923938751221,4.434944152832031,system,2021-03-27 21:06:44
"867198056729845",64,"2021.03.20_10:03:54","2021-03-27 21:06:44.604543+09",0.6871039867401123,-4.493747711181641,6.308863639831543,system,2021-03-27 21:06:44
"867198056729845",65,"2021.03.20_10:03:54","2021-03-27 21:06:44.604543+09",2.3111679553985596,-5.680563926696777,5.371903896331787,system,2021-03-27 21:06:44
"867198056729845",66,"2021.03.20_10:03:54","2021-03-27 21:06:44.604543+09",1.686527967453003,-5.055923938751221,6.4337921142578125,system,2021-03-27 21:06:44
"867198056729845",67,"2021.03.20_10:03:54","2021-03-27 21:06:44.604543+09",1.686527967453003,-4.930995941162109,5.809151649475098,system,2021-03-27 21:06:44
"867198056729845",68,"2021.03.20_10:03:54","2021-03-27 21:06:44.604543+09",1.7489919662475586,-5.118387699127197,5.934080123901367,system,2021-03-27 21:06:44
"867198056729845",69,"2021.03.20_10:03:54","2021-03-27 21:06:44.604543+09",1.87391996383667,-4.806067943572998,5.496831893920898,system,2021-03-27 21:06:44
"867198056729845",70,"2021.03.20_10:03:55","2021-03-27 21:06:44.604543+09",0.9994239807128906,-4.743603706359863,5.434368133544922,system,2021-03-27 21:06:44
"867198056729845",71,"2021.03.20_10:03:55","2021-03-27 21:06:44.604543+09",2.061311960220337,-4.493747711181641,6.308863639831543,system,2021-03-27 21:06:44
"867198056729845",72,"2021.03.20_10:03:55","2021-03-27 21:06:44.604543+09",1.1868159770965576,-4.493747711181641,5.6842241287231445,system,2021-03-27 21:06:44
"867198056729845",73,"2021.03.20_10:03:55","2021-03-27 21:06:44.604543+09",2.1862399578094482,-4.306355953216553,5.871615886688232,system,2021-03-27 21:06:44
"867198056729845",74,"2021.03.20_10:03:55","2021-03-27 21:06:44.604543+09",1.499135971069336,-4.431283950805664,5.371903896331787,system,2021-03-27 21:06:44
"867198056729845",75,"2021.03.20_10:03:55","2021-03-27 21:06:44.604543+09",1.7489919662475586,-5.055923938751221,6.6211838722229,system,2021-03-27 21:06:44
"867198056729845",76,"2021.03.20_10:03:55","2021-03-27 21:06:44.604543+09",1.3742079734802246,-5.305779933929443,5.496831893920898,system,2021-03-27 21:06:44
"867198056729845",77,"2021.03.20_10:03:55","2021-03-27 21:06:44.604543+09",1.311743974685669,-4.930995941162109,5.6842241287231445,system,2021-03-27 21:06:44
"867198056729845",78,"2021.03.20_10:03:55","2021-03-27 21:06:44.604543+09",1.0618879795074463,-4.930995941162109,6.683648109436035,system,2021-03-27 21:06:44
"867198056729845",79,"2021.03.20_10:03:55","2021-03-27 21:06:44.604543+09",0.9994239807128906,-5.930419921875,5.6842241287231445,system,2021-03-27 21:06:44
"867198056729845",80,"2021.03.20_10:03:56","2021-03-27 21:06:44.604543+09",1.3742079734802246,-5.36824369430542,5.62175989151001,system,2021-03-27 21:06:44
"867198056729845",81,"2021.03.20_10:03:56","2021-03-27 21:06:44.604543+09",1.2492799758911133,-4.681139945983887,6.308863639831543,system,2021-03-27 21:06:44
"867198056729845",82,"2021.03.20_10:03:56","2021-03-27 21:06:44.604543+09",1.8114559650421143,-4.431283950805664,5.934080123901367,system,2021-03-27 21:06:44
"867198056729845",83,"2021.03.20_10:03:56","2021-03-27 21:06:44.604543+09",1.5615999698638916,-4.118963718414307,6.683648109436035,system,2021-03-27 21:06:44
"867198056729845",84,"2021.03.20_10:03:56","2021-03-27 21:06:44.604543+09",2.1237759590148926,-4.618675708770752,5.309439659118652,system,2021-03-27 21:06:44
"867198056729845",85,"2021.03.20_10:03:56","2021-03-27 21:06:44.604543+09",2.3736319541931152,-5.867955684661865,7.308287620544434,system,2021-03-27 21:06:44
"867198056729845",86,"2021.03.20_10:03:56","2021-03-27 21:06:44.604543+09",1.8114559650421143,-4.681139945983887,5.434368133544922,system,2021-03-27 21:06:44
"867198056729845",87,"2021.03.20_10:03:56","2021-03-27 21:06:44.604543+09",1.9363839626312256,-4.618675708770752,5.1220479011535645,system,2021-03-27 21:06:44
"867198056729845",88,"2021.03.20_10:03:56","2021-03-27 21:06:44.604543+09",3.2481279373168945,-4.243891716003418,5.559295654296875,system,2021-03-27 21:06:44
"867198056729845",89,"2021.03.20_10:03:56","2021-03-27 21:06:44.604543+09",2.1862399578094482,-5.180851936340332,6.683648109436035,system,2021-03-27 21:06:44
"867198056729845",90,"2021.03.20_10:03:57","2021-03-27 21:06:44.604543+09",1.9988479614257812,-5.055923938751221,5.434368133544922,system,2021-03-27 21:06:44
"867198056729845",91,"2021.03.20_10:03:57","2021-03-27 21:06:44.604543+09",1.2492799758911133,-5.930419921875,5.496831893920898,system,2021-03-27 21:06:44
"867198056729845",92,"2021.03.20_10:03:57","2021-03-27 21:06:44.604543+09",2.061311960220337,-4.493747711181641,7.245823860168457,system,2021-03-27 21:06:44
"867198056729845",93,"2021.03.20_10:03:57","2021-03-27 21:06:44.604543+09",1.5615999698638916,-5.618099689483643,5.871615886688232,system,2021-03-27 21:06:44
"867198056729845",94,"2021.03.20_10:03:57","2021-03-27 21:06:44.604543+09",2.061311960220337,-4.431283950805664,5.496831893920898,system,2021-03-27 21:06:44
"867198056729845",95,"2021.03.20_10:03:57","2021-03-27 21:06:44.604543+09",0.9994239807128906,-5.743027687072754,6.746111869812012,system,2021-03-27 21:06:44
"867198056729845",96,"2021.03.20_10:03:57","2021-03-27 21:06:44.604543+09",3.123199939727783,-4.993459701538086,6.308863639831543,system,2021-03-27 21:06:44
"867198056729845",97,"2021.03.20_10:03:57","2021-03-27 21:06:44.604543+09",0.8120319843292236,-4.493747711181641,5.871615886688232,system,2021-03-27 21:06:44
"867198056729845",98,"2021.03.20_10:03:57","2021-03-27 21:06:44.604543+09",1.499135971069336,-4.556211948394775,5.62175989151001,system,2021-03-27 21:06:44
"867198056729845",99,"2021.03.20_10:03:57","2021-03-27 21:06:44.604543+09",2.3111679553985596,-5.805491924285889,5.996543884277344,system,2021-03-27 21:06:44
"867198056729845",100,"2021.03.20_10:03:58","2021-03-27 21:06:44.628497+09",0.936959981918335,-5.680563926696777,7.370751857757568,system,2021-03-27 21:06:44
"867198056729845",101,"2021.03.20_10:03:58","2021-03-27 21:06:44.628497+09",2.8733439445495605,-5.680563926696777,6.18393611907959,system,2021-03-27 21:06:44
"867198056729845",102,"2021.03.20_10:03:58","2021-03-27 21:06:44.628497+09",1.87391996383667,-4.493747711181641,6.371327877044678,system,2021-03-27 21:06:44
"867198056729845",103,"2021.03.20_10:03:58","2021-03-27 21:06:44.628497+09",2.3111679553985596,-5.867955684661865,4.997119903564453,system,2021-03-27 21:06:44
