x,y,z
1.374207973,-4.930995941,5.809151649
2.561023951,-3.494323969,6.059007645
1.811455965,-4.306355953,4.997119904
1.624063969,-3.994035959,6.80857563
2.06131196,-4.431283951,7.120895863
2.186239958,-4.556211948,5.809151649
1.686527967,-5.180851936,5.809151649
1.811455965,-4.306355953,5.746687889
0.812031984,-5.055923939,5.684224129
1.249279976,-5.867955685,5.746687889
1.186815977,-4.993459702,6.80857563
1.624063969,-3.806643963,5.746687889
1.998847961,-5.305779934,5.122047901
1.624063969,-4.993459702,6.433792114
2.935807943,-5.430707932,5.059583664
1.624063969,-5.305779934,5.934080124
1.436671972,-4.493747711,4.934656143
0.437247992,-5.118387699,6.246399879
0.749567986,-4.868531704,5.746687889
2.123775959,-4.868531704,6.433792114
0.936959982,-4.930995941,5.871615887
2.498559952,-5.493171692,6.496255875
1.56159997,-5.493171692,5.996543884
0.936959982,-5.243315697,5.559295654
1.311743975,-5.743027687,5.996543884
1.186815977,-4.743603706,6.995967865
1.499135971,-4.368819714,4.934656143
2.498559952,-5.180851936,4.934656143
2.436095953,-4.743603706,7.370751858
0.49971199,-5.618099689,5.246975899
1.748991966,-4.306355953,5.934080124
2.623487949,-4.243891716,6.995967865
1.624063969,-5.055923939,5.246975899
0.874495983,-5.618099689,4.997119904
2.561023951,-4.368819714,5.996543884
1.748991966,-5.430707932,5.934080124
1.06188798,-6.180275917,4.747263908
1.124351978,-5.680563927,5.871615887
1.936383963,-5.555635929,6.059007645
1.311743975,-3.556787968,4.559871674
0.812031984,-5.680563927,6.121471882
0.936959982,-5.805491924,5.309439659
1.936383963,-4.681139946,5.059583664
0.749567986,-4.118963718,5.809151649
2.498559952,-5.493171692,4.809727669
0.49971199,-4.743603706,5.559295654
2.748415947,-4.306355953,5.371903896
2.436095953,-4.493747711,4.684800148
1.873919964,-5.305779934,6.558719635
1.624063969,-4.930995941,5.871615887
1.06188798,-3.994035959,5.246975899
2.373631954,-5.180851936,5.434368134
0.749567986,-4.743603706,4.934656143
1.936383963,-4.930995941,5.496831894
1.249279976,-3.556787968,6.121471882
1.936383963,-5.493171692,6.933504105
2.06131196,-5.743027687,5.122047901
1.748991966,-5.493171692,5.122047901
1.998847961,-4.056499958,4.684800148
2.123775959,-6.242739677,6.683648109
1.686527967,-3.869107962,5.809151649
0.812031984,-4.806067944,5.434368134
1.624063969,-5.618099689,5.184512138
1.748991966,-5.243315697,4.060159683
2.810879946,-5.368243694,4.872191906
1.436671972,-5.555635929,6.496255875
1.249279976,-5.368243694,5.496831894
1.249279976,-4.243891716,5.371903896
0.936959982,-5.680563927,6.183936119
1.186815977,-4.556211948,6.433792114
